title,actors
A Merry Friggin' Christmas,Robin Williams; Joel McHale; Lauren Graham; Clark Duke; Oliver Platt; Wendi McLendon-Covey; Tim Heidecker; Candice Bergen; Matt Jones; Ryan Lee; Jeffrey Tambor
Every Secret Thing,Elizabeth Banks; Dakota Fanning; Diane Lane; Danielle MacDonald; Colin Donnell; Renee Goldsberry; Bill Sage; Nate Parker; Julito McCullum; Tonye Patano; Clare Foley
Careful What You Wish For,Isabel Lucas; Dermot Mulroney; Nick Jonas; Graham Rogers; Paul Sorvino; Marc Macaulay; Jacinta Woodworth; David Sherrill; Kristi Booher; Alex ter Avest
Survivor,Milla Jovovich; Pierce Brosnan; Dylan McDermott; James D'Arcy; Angela Bassett; Roger Rees; Robert Forster; Frances de la Tour
Absentia,Katie Parker; Courtney Bell; Dave Levine; Morgan Peter Brown; Justin Gordon; James Flanagan; Scott Graham; Doug Jones; Ian Gregory; Connie Ventress
Before I Wake,Kate Bosworth; Thomas Jane; Jacob Tremblay; Annabeth Gish; Dash Mihok; Rigby Flanagan-Bell; Scottie Thompson; Antonio Evan Romero; Kyla Deaver; Courtney Bell; Lance E. Nichols; Justin Gordon; Jason Alan Smith
The Greatest Movie Ever Sold,J.J. Abrams; Peter Berg; Paul Brennan; Noam Chomsky; Jimmy Kimmel; Rick Kurnit; Mark Crispin Miller; Ralph Nader; Brett Ratner; L.A. Reid
Entourage,Kevin Connolly; Adrian Grenier; Kevin Dillon; Jerry Ferrara; Jeremy Piven; Billy Bob Thornton; Haley Joel Osment; Perrey Reeves; Emmanuelle Chriqui; Rhys Coiro; Scott Mescudi
Status: Unknown,Stacey Oristano; Stephen Colletti; Brea Grant; Griff Furst; Hilty Bowen; John C. Coffman; Stephanie Honore; Tenaj L. Jackson
The Den,Melanie Papalia; David Schlachtenhaufen; Matt Riedy; Adam Shapiro; Brian Bell; Ron Bottitta; Kirk Bovill; Tristian Chase; John Grady; Lily Holleman
A Day Late and a Dollar Short,Whoopi Goldberg; Ving Rhames; Anika Noni Rose; Mekhi Phifer; Kimberly Elise; Lyriq Bent; Tichina Arnold; Meredith McGeachie; Ashanti Bromfield; Terry McMillan
Jessabelle,Sarah Snook; Mark Webber; David Andrews; Joelle Carter; Ana de la Reguera; Larisa Oleynik; Chris Ellis; Fran Bennett; Amber Stevens; Brian Hallisay; Barbara Weetman
August Underground,Kyle Dealman; Casey Eganey; Dan Friedman; Alexa Iris; Victoria Jones; Aaron LaBonte; Ben LaBonte; Andrew Lauer; Peter Mountain; AnnMarie Reveruzzi
The Poughkeepsie Tapes,Stacy Chbosky; Ben Messmer; Samantha Robson; Ivar Brogger; Lou George; Amy Lyndon; Michael Lawson; Ron Harper; Kim Kenny; Iris Bahr
Annie,Quvenzhané Wallis; Jamie Foxx; Cameron Diaz; Rose Byrne; Bobby Cannavale; Adewale Akinnuoye-Agbaje; David Zayas; Tracie Thoms; Stephanie Kurtzuba; Dorian Missick
Alien Abduction,Katherine Sigismund; Corey Eid; Riley Polanski; Jillian Clare; Jeff Bowser; Peter Holden; Walter Phelan; Jordan Turchin; Kelley Hinman; Ben Sharples
Haunted,Tobin Bell; Luke Kleintank; Alex McKenna; Anthony Rey Perez; Zack Ward; Lacey Anzelc; Ethan S. Smith; Lesley-Anne Down; Charles Agron; Tonya Carter
Sexy Baby,Winnifred Bonjean Alpart; Nikita Cash
In My Dreams,Katharine McPhee; Mike Vogel; JoBeth Williams; Jessalyn Wanlim; Antonio Cupo; Rachel Skarsten; Brianna Buckmaster; Kelly-Ruth Mercier; Chiara Zanni; Joe Massingill; Bill Marchant
A Hologram for the King,Tom Hanks; Sarita Choudhury; Alexander Black; Tom Skerritt; Sidse Babett Knudsen; Tracey Fairaway; Omar Elba; David Menkin
5 to 7,Anton Yelchin; Bérénice Marlohe; Glenn Close; Olivia Thirlby; Frank Langella; Lambert Wilson; Eric Stoltz; Joe D'Onofrio; Dov Tiefenbach; Jocelyn DeBoer
About Alex,Maggie Grace; Aubrey Plaza; Jane Levy; Max Greenfield; Max Minghella; Jason Ritter; Nate Parker; Adam Saunders; Rey Lucas; Devon
Alex of Venice,Mary Elizabeth Winstead; Chris Messina; Don Johnson; Julianna Guill; Derek Luke; Michael Chernus; Troy Garity; Matthew Del Negro; Will McCormack; Tom Yi
In Your Eyes,Zoe Kazan; Michael Stahl-David; Jennifer Grey; Steve Howey; Nikki Reed; Preston Bailey; Mark Feuerstein; Reed Birney; Steve Harris; Liz Stauber
Just Before I Go,Seann William Scott; Olivia Thirlby; Missi Pyle; Kate Walsh; Kyle Gallner; Garret Dillahunt; Rob Riggle; Michaela Watkins; Griffin Gluck; Noah Munck
Indigenous,Zachary Soetenga; Lindsey Mckeon; Sofia Pernas; Pierson Fode; Jamie Anderson; Juanxo Villaverde; Laura Penuela; Jaime Newball; Yana Galuz
Preservation,Pablo Schreiber; Aaron Staton; Wrenn Schmidt; Nick Saso; Cody Saintgnue; Michael Chacon
Zombeavers,Cortney Palm; Rachel Melvin; Bill Burr; Jake Weary; Hutch Dano; Lexi Atkins; Rex Linn; Brent Briscoe; Robert R. Shafer; Peter Gilroy
Boogeyman,Eddie McClintock; Amy Bailey; Maya Angelova; Christian Hammerdorfer; Danny Horn; Cindy R. Johnson; Adriana Kalcheva; Emilia Klayn; Vladimir Koev; Boyan Levchev
The Little Rascals Save the Day,Jet Jurgensmeyer; Connor Berry; Camden Gray; Drew Justice; Jenna Ortega; Doris Roberts; Grant Palmer; Isaiah Fredericks; Rio Mangini; Valerie Azlynn; Greg Germann; Mindy Sterling; Brian Stepanek; Rio Mangini; Robert Torti; Steve Monroe; Eden Wood
Burning Blue,Trent Ford; Morgan Spector; Rob Mayes; Tammy Blanchard; William Lee Scott; Cotter Smith; Michael Cumpsty; Michael Sirow; Mark Doherty; Chris Chalk
Last Days in the Desert,Ewan McGregor; Ciarán Hinds; Tye Sheridan; Ayelet Zurer
Cabin Fever: Patient Zero,Sean Astin; Currie Graham; Ryan Donowho; Brando Eaton; Jillian Murray; Mitch Ryan; Solly Duran; Lydia Hearst; Claudette Lali; Juan 'Papo' Bancalari
Ride,Brenton Thwaites; Helen Hunt; Robert Knepper; Leonor Varela; Luke Wilson; David Zayas; Callum Keith Rennie; Jay Huguley; Richard Kind; Mike White
Seal Team Eight: Behind Enemy Lines,Tom Sizemore; Lex Shrapnel; Tanya van Graan; Eugene Khumbanyiwa; Bonnie Lee Bouman; Dylan Edy; Michael Everson; Leroy Gopal; Anton Jooste; Langley Kirkwood; Aurélie Meriel; Darron Meyer; Colin Moss
Murder of a Cat,Fran Kranz; Nikki Reed; Greg Kinnear; J.K. Simmons; Blythe Danner; Ted Raimi; Carla Jimenez; Leonardo Nam; Dileep Rao; Debra Christofferson
Peter Gabriel - Back to Front,Peter Gabriel; Tony Levin; David Rhodes; Manu Katché; David Sancious
Midnight Chronicles,Charles Hubbell; Matt Amendt; Steve Sweere; Dawn Brodey; Sam L. Landman; Melissa Anne Murphy; Joseph Papke; Richard Ooms; Claudia Wilkens; Pat Hammond
Before We Go,Chris Evans; Alice Eve; Emma Fitzpatrick; Beth Katehis; Mark Kassen; Daniel Spink; Turhan Caylak; Kevin Carolan; Elijah Moreland; Fenton Lawless
Cockfighter,Warren Oates; Richard B. Shull; Harry Dean Stanton; Ed Begley jr.; Laurie Bird; Troy Donahue; Warren Finnerty; Robert Earl Jones; Patricia Pearcy; Millie Perkins
WarGames: The Dead Code,Matt Lanter; Amanda Walsh; Colm Feore; Chuck Shamata; Maxim Roy; Nicolas Wright; Gary Reineke; Susan Glover; Trevor Hayes; Claudia Ferri
Zoe Gone,Sammi Hanratty; Alexandra Holden; Andrea Bowen; Jean Louisa Kelly; Makayla Jade Bolkin; Samantha Boscarino; Jeff Branson; Michael Grant; Natalie Desselle; Priscilla Garita
Big Time Movie,Kendall Schmidt; James Maslow; Carlos PenaVega; Logan Henderson; Ciara Bravo; Challen Cates; Tanya Chisholm; Stephen Kramer Glickman; Trevor Devall; Christopher Shyer
50 to 1,Skeet Ulrich; Christian Kane; William Devane; Madelyn Deutch; Todd Lowe; David Atkinson; Calvin Borel; Bruce Wayne Eckelman; Hugo Perez; Eloy Casados
If I Stay,Chloë Grace Moretz; Jamie Blackley; Mireille Enos; Joshua Leonard; Stacy Keach; Liana Liberato; Jakob Davies; Gabrielle Rose; Lauren Lee Smith; Adam Solomonian; Aisha Hinds; Aliyah O'Brien; Chelah Horsdal; Peter J. Gray
Parts for Billion,Teresa Palmer; Rosario Dawson; Alexis Bledel; Josh Hartnett; Penn Badgley; Gena Rowlands; Frank Langella; Conor Leslie; Hill Harper; Ned Vaughn
"McFarland, USA",Kevin Costner; Maria Bello; Morgan Saylor; Elsie Fisher; Vincent Martella; Daniel Moncada; Mariann Gavelo; Diana Maria Riva; Vanessa Martinez; Ben Bray
Bundy: An American Icon,Corin Nemec; Kane Hodder; Jen Nikolaisen; Shannon Pierce Wilkins; David DeLuise; Sam Kindseth; Timothy Oman; Deborah Collins; Nino Simon; Bill Jacobson
Megan Is Missing,Amber Perkins; Rachel Quinn; Dean Waite; Jael Elizabeth Steinmeyer; Kara Wang; Brittany Hingle; Carolina Sabate; Trigve Hagen; Rudy Galvan; April Stewart
Industrial Symphony No. 1: The Dream of the Brokenhearted,Laura Dern; Nicolas Cage; Julee Cruise; Lisa Giobbi; Félix Blaska; Michael J. Anderson; André Badalamenti; John Bell; Warick Bright; Ann C. Fink
40 Days and Nights,Alex Carter; Monica Keena; Alex Arleo; Alex Ball; Victoria Barabas; Ty Barnett; David Bittick; Adam Burch; Hector Luis Bustamante; Christianna Carmine
Horizons West,Robert Ryan; Julie Adams; Rock Hudson; Judith Braun; John McIntire; Raymond Burr; James Arness; Dennis Weaver; Frances Bavier; Tom Powers
Age of Dinosaurs,Treat Williams; Ronny Cox; Jillian Rose Reed; Joshua Michael Allen; Max Aria; Johannes Goetz; Julia Paul; Arthur Richardson; Jose Rosete; Laura Tuny
"Oliver, Stoned.",Brea Grant; Ryan Malgarini; Briana Lane; Skylan Brooks; Larry Cedar; Robert Curtis Brown; Seth Cassell; Pete Gardner; Jesse Pruett; Jim Mahoney
Hack!,Danica McKellar; Jay Kenneth Johnson; William Forsythe; Sean Kanan; Juliet Landau; Justin Chon; Travis Schuldt; Adrienne Frantz; Gabrielle Richens; Noah Guy
When the Game Stands Tall,Jim Caviezel; Alexander Ludwig; Michael Chiklis; Laura Dern; Clancy Brown; Ser'Darius Blain; Stephan James; Matthew Daddario; Joe Massingill; Jessie Usher; Anna Margaret
American Ultra,Kristen Stewart; Jesse Eisenberg; John Leguizamo; Topher Grace; Walton Goggins; Bill Pullman; Tony Hale; Lavell Crawford; Monique Ganderton; Stuart Greer
The Clan of the Cave Bear,Daryl Hannah; Pamela Reed; James Remar; Thomas G. Waites; John Doolittle; Curtis Armstrong; Martin Doyle; Adel Hammoud; Tony Montanaro; Mike Muscat
It Follows,Maika Monroe; Keir Gilchrist; Jake Weary; Daniel Zovatto; Olivia Luccardi; Lili Sepe; Linda Boston; Heather Fairbanks; Ruby Harris; Bailey Spry
Beeper,Harvey Keitel; Joey Lauren Adams; Ed Quinn; Gulshan Grover; Stefan Djordjevic; Shamaz Begum; Sherlyn Chopra; Suresh Gera; B. Gurudas; Sue Hainsworth
The Toxic Avenger Part II,Ron Fazio; John Altamura; Phoebe Legere; Rick Collins; Rikiya Yasuoka; Tsutomu Sekine; Mayako Katsuragi; Shinoburyû; Lisa Gaye; Jessica Dublin
The Toxic Avenger Part III: The Last Temptation of Toxie,Ron Fazio; John Altamura; Phoebe Legere; Rick Collins; Lisa Gaye; Jessica Dublin; Tsutomu Sekine; Michael J. Kaplan; Traci Mann; Bonnie Garvin
Pan,Levi Miller; Hugh Jackman; Garrett Hedlund; Rooney Mara; Amanda Seyfried; Cara Delevingne; Nonso Anozie; Kathy Burke; Adeel Akhtar; Tae-joo Na; Jack Charles; Kurt Egyiawan; Lewis MacDougall; Leni Zieglmeier
Victor Frankenstein,James McAvoy; Daniel Radcliffe; Jessica Brown Findlay; Andrew Scott; Mark Gatiss; Freddie Fox; Louise Brealey; Adrian Schiller; Bronson Webb; Spencer Wilding
Zombie Night,Anthony Michael Hall; Daryl Hannah; Alan Ruck; Rachel G. Fox; Shirley Jones; Jennifer Taylor; Daniel Ross Owens; Gibson Bobby Sjobeck; Zoe Canner; Tia Robinson
Fallen,Addison Timlin; Jeremy Irvine; Harrison Gilbertson; Joely Richardson; Sianoa Smit-McPhee; Lola Kirke; Daisy Head; Malachi Kirby; Hermione Corfield; Chris Ashby
Airline Disaster,Meredith Baxter; Lindsey Mckeon; Scott Valentine; Geoff Meed; Jude Gerard Prest; Matt Lagan; Bart Baggett; Londale Theus; Chip Bent; Nicholas J. Leinbach
TalhotBlond,Garret Dillahunt; Brando Eaton; Laura San Giacomo; Courteney Cox; Molly Hagan; Taylor Geare; Jadin Gould; Ashley Hinshaw; Drew Seeley; Nicholas Turturro; Jose Pablo Cantillo
Dracula's Daughter,Otto Kruger; Gloria Holden; Marguerite Churchill; Edward Van Sloan; Gilbert Emery; Irving Pichel; Halliwell Hobbes; Billy Bevan; Nan Grey; Hedda Hopper; Claude Allister; Edgar Norton; E.E. Clive
Poultrygeist: Night of the Chicken Dead,Jason Yachanin; Kate Graham; Allyson Sereboff; Robin L. Watkins; Joshua Olatunde; Caleb Emerson; Rose Ghavami; Khalid Rivera; Joe Fleishaker; Lloyd Kaufman
Two Night Stand,Miles Teller; Analeigh Tipton; Jessica Szohr; Leven Rambin; Scott Mescudi; Josh Salatin; Victor Cruz; Brian Petsos; Berto Colon; Kellyn Lindsay
Time Lapse,Danielle Panabaker; Matt O'Leary; George Finn; John Rhys-Davies; Amin Joseph; Jason Spisak; David Figlioli; Sharon Maughan; Judith Drake; Mark C. Hanson
Flash Gordon,Buster Crabbe; Jean Rogers; Charles Middleton; Priscilla Lawson; Frank Shannon; Richard Alexander; Jack 'Tiny' Lipson; Theodore Lorch; Richard Tucker; George Cleveland
Nightingale,David Oyelowo; Heather Storm; Barlow Jacobs
The Road Within,Zoë Kravitz; Robert Patrick; Robert Sheehan; Kyra Sedgwick; Dev Patel; Ali Hillis; Matt Riedy; Cooper Roth; Ross Gallo; Eric Matheny
Supremacy,Julie Benz; Anson Mount; Danny Glover; Joe Anderson; Mahershala Ali; Dawn Olivieri; Derek Luke; Evan Ross; Nick Chinlund; Lela Rochon
The Tingler,Vincent Price; Judith Evelyn; Darryl Hickman; Patricia Cutts; Pamela Lincoln; Philip Coolidge
Ten Thousand Saints,Asa Butterfield; Hailee Steinfeld; Ethan Hawke; Emile Hirsch; Emily Mortimer; Julianne Nicholson; Avan Jogia; Pedro Marcelino; Jeff O'Donnell; Henry Kelemen
V/H/S: Viral,Carrie Keagan; Justin Welborn; Jessica Luza; Randy McDowell; Emilia Zoryan; Emmy Argo; Michael Aaron Milligan
Squatters,Gabriella Wilde; Richard Dreyfuss; Thomas Dekker; Luke Grimes; Nancy Travis; Gia Mantegna; Lolita Davidovich; Evan Ross; Andrew Howard; Carla Jimenez
Your Right Mind,Katherine Heigl; Ben Barnes; Clea DuVall; Emily Alyn Lind; Sheryl Lee; Ryan Bingham; Allan Groves; Nathan Stevens; Demitria Cline; Jacque Gray
Batman v Superman: Dawn of Justice,Ben Affleck; Henry Cavill; Gal Gadot; Amy Adams; Diane Lane; Jeremy Irons; Holly Hunter; Laurence Fishburne; Jesse Eisenberg; Callan Mulvey
Reach Me,Lauren Cohan; Sylvester Stallone; Kyra Sedgwick; Thomas Jane; Kevin Connolly; Tom Berenger; Terry Crews; Danny Aiello; Nelly; Omari Hardwick
Black Mass,Johnny Depp; Joel Edgerton; Benedict Cumberbatch; Jesse Plemons; Kevin Bacon; Dakota Johnson; Rory Cochrane; Julianne Nicholson; Adam Scott; David Harbour; Jeremy Strong; Brad Carter; W. Earl Brown; Corey Stoll; Juno Temple
The Divergent Series: Insurgent,Shailene Woodley; Theo James; Kate Winslet; Octavia Spencer; Naomi Watts; Miles Teller; Ansel Elgort; Jai Courtney; Zoë Kravitz; Mekhi Phifer; Ben Lamb; Keiynan Lonsdale
Scouts Guide to the Zombie Apocalypse,Tye Sheridan; Logan Miller; Joey Morgan; Sarah Dumont; David Koechner; Cloris Leachman; Halston Sage; Patrick Schwarzenegger
Terminator: Genisys,Arnold Schwarzenegger; Emilia Clarke; Jai Courtney; Jason Clarke; Byung-hun Lee; Matt Smith; J.K. Simmons; Aaron V. Williamson; Sandrine Holt; Michael Gladis
Can't Stand Losing You,Andy Summers; Sting; Stewart Copeland
Dark Relic,James Frain; Clemency Burton-Hill; Tom Basden; Alyy Khan; Marija Karan; Samuel West; Christian Cooke; Atanas Srebrev; Don Andersen; Velizar Binev
The Benefactor,Richard Gere; Theo James; Dakota Fanning; Clarke Peters; Erica Lynne Marszalek; Ashley James; Andrea Havens; Brian Anthony Wilson; Lyssa Roberts; Dennisha Pratt
Stonewall,Jeremy Irvine; Jonathan Rhys Meyers; Ron Perlman; Joey King; Jonny Beauchamp; Caleb Landry Jones; Karl Glusman; Vlademir Alexis; Alexandre Nachi; Otoja Abit
SpongeBob SquarePants 2,Antonio Banderas; Slash; Christopher Backus; Jesica Ahlberg; Rodger Bumpass; Noah Lomax; Veronica Alicino
The Best of Me,James Marsden; Michelle Monaghan; Liana Liberato; Luke Bracey; Gerald McRaney; Caroline Goodall; Schuyler Fisk; Jon Tenney; Sebastian Arcelus; Ian Nelson
Zorro the Avenger,Guy Williams; Charles Korvin; Henry Calvin; Gene Sheldon; George J. Lewis; Jay Novello; Ralph Clanton; Henry Rowland; Michael Pate
Sharknado 2: The Second One,Ian Ziering; Tara Reid; Vivica A. Fox; Mark McGrath; Kari Wuhrer; Courtney Baxter; Dante Palminteri; D.C. Douglas; Tiffany Shepis; Raymond T. Williams
The Manson Family,Marcelo Games; Marc Pitman; Leslie Orr; Maureen Allisse; Amy Yates; Jim Van Bebber; Tom Burns; Michelle Briggs; Sherri Rickman; Nate Pennington
The Disappearance of Eleanor Rigby: Them,Jessica Chastain; Viola Davis; Ryan Eggold; Bill Hader; Ciarán Hinds; Isabelle Huppert; William Hurt; James McAvoy; Archie Panjabi; Daron Stewart
Addicted,Kat Graham; Boris Kodjoe; Sharon Leal; Tasha Smith; William Levy; Tyson Beckford; Maria Howell; Emayatzy Corinealdi; Hunter Burke; Cameron Mills
A Bucket of Blood,Dick Miller; Barboura Morris; Antony Carbone; Julian Burton; Ed Nelson; John Brinkley; John Herman Shaner; Judy Bamber; Myrtle Vail; Bert Convy
The Humbling,Al Pacino; Greta Gerwig; Kyra Sedgwick; Charles Grodin; Dianne Wiest; Dan Hedaya; Nina Arianda; Victor Cruz
Helicopter Mom,Nia Vardalos; Jason Dolley; Mark Boone Junior; Skyler Samuels; Devon Werkheiser; Kate Flannery; Scott Shilstone; Gillian Vigman; Kurt Collins; Mike Hagerty
La Bare,Joe Manganiello; Nick Soto; Lance Winters
Layover,Lauren Holly; Kaylee DeFer; Joe Lando; Gerald Webb; Christopher Wolfe; Massi Furlan; Rayne Bidder; Lauren Reeder; Lony'e Perrine; Tara Erica Moore
The Memory Book,Meghan Ory; Luke Macfarlane; Adrienne Barbeau; Art Hindle; Stephanie Van Dyck; Kat de Lieva; Mike Coleman; John Cassini; Lisa MacFadden; Ryan Bruce; David Longworth
When Sparks Fly,Meghan Markle; Christopher Jacot; Kristina Pesic; Keith MacKechnie; Lochlyn Munro; Jacqueline Samuda; Vicky Huang; Chelsey Marie Reist; Peter-John Prinsloo
For Better or for Worse,Lisa Whelchel; Kim Fields; Antonio Cupo; Jovanna Huguet; Hilary Jardine; Alison Wandzura; Eddie McRae; Rose Ranger; Patrick Keating; Dustin Lloyd
Ride Clear of Diablo,Audie Murphy; Susan Cabot; Dan Duryea; Abbe Lane; Russell Johnson; Paul Birch; William Pullen; Jack Elam; Denver Pyle
Outlaw Prophet: Warren Jeffs,Tony Goldwyn; Martin Landau; Molly Parker; Joey King; Sabina Gadecki; Jeni Reed; Christie Geter; Sage Bell; Branton Box; Nathan Brimmer; Kevin Christopher Brown; Jacob Browne; Will Buchanan; Jackamoe Buzzell; Bryan Chatlien; Jason Douglas; Jenny Gabrielle
Deliverance Creek,Lauren Ambrose; Wes Ramsey; Christopher Backus; Riley Smith; Caitlin Custer; Yaani King; Joel Johnstone; Katherine Willis; Barry Tubb; Skeet Ulrich
The Calling,Susan Sarandon; Gil Bellows; Ellen Burstyn; Topher Grace; Donald Sutherland; Christopher Heyerdahl; Kristin Booth; Amanda Brugel; Paulino Nunes; Jane Moffat
Anesthesia,Kristen Stewart; Corey Stoll; Michael K. Williams; Gretchen Mol; Glenn Close; Tim Blake Nelson; Jessica Hecht; Katie Chang; Gloria Reuben; Scott Cohen
Avenging Angel,Kevin Sorbo; Nick Chinlund; Cynthia Watros; Richard Lee Jackson; Lorin McCraley; Wings Hauser; Joey King; Jim Haynie; Jack Riley; Sam Jenkins
Road to Paloma,Jason Momoa; Robert Homer Mollohan; Lisa Bonet; Sara Shahi; Michael Raymond-James; Chris Browning; Timothy V. Murphy; Steve Reevis; Wes Studi; Tye Alexander; Henree Alyse; Charlie Brumbly; Mike Burns; Linden Chiles; James Mendoza
Tomorrowland,George Clooney; Britt Robertson; Hugh Laurie; Raffey Cassidy; Keegan-Michael Key; Kathryn Hahn; Tim McGraw; Thomas Robinson
Good Kill,Ethan Hawke; January Jones; Zoë Kravitz; Jake Abel; Bruce Greenwood; Kristen Rakes; Alma Sisneros; Dylan Kenin; Michael Sheets; Stafford Douglas
Unstable,Ashley Scott; Ivan Sergei; George Newbern; Max Charles; Natalia Baron; Jay Pickett; Scott Anthony Leet; Robert Wu; Samm Enman; Cherish Lee
The Girl Next Door,Blythe Auffarth; Daniel Manche; Blanche Baker; Graham Patrick Martin; Benjamin Ross Kaplan; Austin Williams; William Atherton; Kevin Chamberlin; Dean Faulkenberry; Gabrielle Howarth; Spenser Leigh; Mark Margolis
Last Knights,Clive Owen; Morgan Freeman; Cliff Curtis; Tsuyoshi Ihara; Aksel Hennie; Ayelet Zurer; Shohreh Aghdashloo; Lee Ingleby; Noah Silver; Michael Lombardi; Peyman Moaadi
Da Sweet Blood of Jesus,Stephen Tyrone Williams; Elvis Nolasco; Zaraah Abrahams; Michael K. Williams; Felicia Pearson; Steven Hauck; Lauren Macklin; Thomas Jefferson Byrd; Remi Malek; Naté Bova
A Little Game,Makenna Ballard; F. Murray Abraham; Ralph Macchio; Janeane Garofalo; Rachel Dratch; Olympia Dukakis; Fatima Ptacek; Kimberly Quinn; Tovah Feldshuh; Katelynn Bailey; Gabriel Rush
Animal,Jeremy Sumpter; Elizabeth Gillies; Joey Lauren Adams; Keke Palmer; Amaury Nolasco; Parker Young; Eve; Paul Iacono; Thorsten Kaye
Beneath the Dark,Josh Stewart; Jamie-Lynn Sigler; Chris Browning; Angela Featherstone; Afemo Omilami; Trevor Morgan; Christopher Gessner; Robert Maxhimer; Jeannetta Arnette; Grainger Hines
The Walking Dead,Andrew Lincoln; Steven Yeun; Chandler Riggs; Norman Reedus; Melissa McBride; Lauren Cohan; Emily Kinney; Danai Gurira; Scott Wilson; Sarah Wayne Callies; Michael Rooker; Laurie Holden; Jon Bernthal; Jeffrey DeMunn
Imaginary Friend,Lacey Chabert; Ethan Embry; Amanda Schull; Paul Sorvino; Jacob Young; Marc McClure; Angeline-Rose Troy; Ted McGinley; Kayla Madison; Mila Brener
Jarhead 2: Field of Fire,Jason Wong; Stephen Lang; Cole Hauser; Esai Morales; Bokeem Woodbine; Jesse Garcia; Danielle Savre; Josh Kelly; Ralitsa Paskaleva; Ronny Jhutti
